Time,Open,High,Low,Close,Volume,Returns,Profitability
2023-02-24 14:45:00,2.087,2.096,2.086,2.088,5557.555,,-8.620689655172422
2023-02-24 15:00:00,2.089,2.098,2.072,2.076,12978.246,-0.005747126436781658,-8.620689655172422
2023-02-24 15:15:00,2.073,2.077,2.059,2.074,11667.764,-0.0009633911368016612,-8.620689655172422
2023-02-24 15:30:00,2.073,2.074,2.036,2.042,11605.907,-0.015429122468659573,-8.620689655172422
2023-02-24 15:45:00,2.042,2.059,2.037,2.05,6593.169,0.003917727717923647,-8.620689655172422
2023-02-24 16:00:00,2.046,2.05,1.987,2.013,30504.472,-0.018048780487804894,-8.620689655172422
2023-02-24 16:15:00,2.016,2.026,2.005,2.017,4789.272,0.001987083954297031,-8.620689655172422
2023-02-24 16:30:00,2.013,2.036,2.009,2.035,16729.645,0.008924144769459685,-8.620689655172422
2023-02-24 16:45:00,2.034,2.035,2.017,2.018,11774.55,-0.0083538083538085,-8.620689655172422
2023-02-24 17:00:00,2.019,2.02,2.006,2.01,7179.677,-0.003964321110009883,-8.620689655172422
2023-02-24 17:15:00,2.008,2.029,2.006,2.018,4334.217,0.003980099502487455,-8.620689655172422
2023-02-24 17:30:00,2.012,2.017,2.006,2.017,2120.274,-0.0004955401387511937,-8.620689655172422
2023-02-24 17:45:00,2.016,2.017,2.002,2.007,9565.595,-0.004957858205255183,-8.620689655172422
2023-02-24 18:00:00,2.008,2.012,1.996,1.996,3235.106,-0.00548081714001003,-8.620689655172422
2023-02-24 18:15:00,1.994,2.013,1.994,2.013,4514.611,0.008517034068136198,-8.620689655172422
2023-02-24 18:30:00,2.007,2.011,2.002,2.009,1810.798,-0.001987083954297031,-8.620689655172422
2023-02-24 18:45:00,2.008,2.012,2.002,2.002,1019.113,-0.0034843205574913716,-8.620689655172422
2023-02-24 19:00:00,2.002,2.006,1.996,1.998,3127.593,-0.0019980019980019303,-8.620689655172422
2023-02-24 19:15:00,2.0,2.004,1.999,1.999,1332.301,0.0005005005005005447,-8.620689655172422
2023-02-24 19:30:00,2.0,2.0,1.975,1.986,9214.954,-0.006503251625813,-8.620689655172422
2023-02-24 19:45:00,1.989,2.012,1.989,2.009,5894.917,0.011581067472306028,-8.620689655172422
2023-02-24 20:00:00,2.016,2.025,2.016,2.016,2434.928,0.0034843205574912606,-8.620689655172422
2023-02-24 20:15:00,2.016,2.031,2.016,2.026,13383.18,0.004960317460317443,-8.620689655172422
2023-02-24 20:30:00,2.024,2.026,2.015,2.015,9210.482,-0.00542941757156945,-8.620689655172422
2023-02-24 20:45:00,2.013,2.016,2.006,2.009,2736.695,-0.0029776674937966874,-8.620689655172422
2023-02-24 21:00:00,2.009,2.009,2.002,2.002,683.843,-0.0034843205574913716,-8.620689655172422
2023-02-24 21:15:00,2.002,2.003,1.995,1.996,4630.907,-0.0029970029970028955,-8.620689655172422
2023-02-24 21:30:00,1.996,1.996,1.985,1.987,1586.799,-0.0045090180360720655,-8.620689655172422
2023-02-24 21:45:00,1.985,1.986,1.973,1.98,22865.501,-0.003522898842476141,-8.620689655172422
2023-02-24 22:00:00,1.98,1.984,1.975,1.979,2381.007,-0.0005050505050504528,-8.620689655172422
2023-02-24 22:15:00,1.986,1.987,1.981,1.981,1177.71,0.001010611419909102,-8.620689655172422
2023-02-24 22:30:00,1.98,1.982,1.948,1.968,11464.301,-0.006562342251388298,-8.620689655172422
2023-02-24 22:45:00,1.971,1.982,1.971,1.982,1335.666,0.007113821138211351,-8.620689655172422
2023-02-24 23:00:00,1.977,1.995,1.975,1.995,2449.974,0.006559031281533789,-8.620689655172422
2023-02-24 23:15:00,1.995,1.995,1.987,1.993,1669.793,-0.001002506265664116,-8.620689655172422
2023-02-24 23:30:00,1.993,1.997,1.991,1.991,682.212,-0.0010035122930256435,-8.620689655172422
2023-02-24 23:45:00,1.991,1.997,1.991,1.996,751.978,0.0025113008538422132,-8.620689655172422
2023-02-25 00:00:00,1.996,2.0,1.993,1.993,2686.023,-0.0015030060120240218,-8.620689655172422
2023-02-25 00:15:00,1.994,1.996,1.986,1.992,16767.996,-0.0005017561465128217,-8.620689655172422
2023-02-25 00:30:00,1.992,1.992,1.974,1.975,26298.912,-0.008534136546184734,-8.620689655172422
2023-02-25 00:45:00,1.979,1.983,1.977,1.982,2104.091,0.0035443037974682845,-8.620689655172422
2023-02-25 01:00:00,1.983,1.983,1.975,1.981,2187.905,-0.0005045408678102659,-8.620689655172422
2023-02-25 01:15:00,1.984,1.985,1.977,1.979,4134.869,-0.001009591115598174,-8.620689655172422
2023-02-25 01:30:00,1.982,1.988,1.982,1.986,716.492,0.0035371399696815242,-8.620689655172422
2023-02-25 01:45:00,1.988,1.993,1.983,1.983,3978.717,-0.0015105740181268201,-8.620689655172422
2023-02-25 02:00:00,1.986,1.986,1.976,1.976,4054.204,-0.0035300050428643814,-8.620689655172422
2023-02-25 02:15:00,1.977,1.977,1.961,1.961,2416.026,-0.007591093117408909,-8.620689655172422
2023-02-25 02:30:00,1.967,1.967,1.957,1.963,2478.871,0.0010198878123406363,-8.620689655172422
2023-02-25 02:45:00,1.961,1.965,1.953,1.958,3243.905,-0.0025471217524197787,-8.620689655172422
2023-02-25 03:00:00,1.96,1.963,1.958,1.961,346.551,0.001532175689479054,-8.620689655172422
2023-02-25 03:15:00,1.965,1.966,1.961,1.961,3603.655,0.0,-8.620689655172422
2023-02-25 03:30:00,1.96,1.96,1.952,1.952,1316.909,-0.004589495155532974,-8.620689655172422
2023-02-25 03:45:00,1.952,1.956,1.944,1.944,7460.391,-0.004098360655737654,-8.620689655172422
2023-02-25 04:00:00,1.951,1.951,1.944,1.95,888.353,0.0030864197530864335,-8.620689655172422
2023-02-25 04:15:00,1.952,1.955,1.94,1.94,3834.442,-0.00512820512820511,-8.620689655172422
2023-02-25 04:30:00,1.94,1.945,1.939,1.941,5466.461,0.0005154639175257714,-8.620689655172422
2023-02-25 04:45:00,1.939,1.942,1.919,1.924,31561.955,-0.008758371973209722,-8.620689655172422
2023-02-25 05:00:00,1.928,1.939,1.928,1.929,12100.84,0.0025987525987527516,-8.620689655172422
2023-02-25 05:15:00,1.929,1.929,1.896,1.907,41068.593,-0.011404872991187198,-8.620689655172422
2023-02-25 05:30:00,1.906,1.909,1.891,1.904,13552.3,-0.0015731515469323831,-8.620689655172422
2023-02-25 05:45:00,1.906,1.923,1.905,1.917,7298.346,0.0068277310924369505,-8.620689655172422
2023-02-25 06:00:00,1.917,1.925,1.917,1.925,5040.508,0.004173187271778733,-8.620689655172422
2023-02-25 06:15:00,1.929,1.934,1.927,1.934,1329.166,0.00467532467532461,-8.620689655172422
2023-02-25 06:30:00,1.931,1.938,1.931,1.937,2156.619,0.0015511892450879028,-8.620689655172422
2023-02-25 06:45:00,1.937,1.937,1.93,1.933,2157.477,-0.0020650490449147796,-8.620689655172422
2023-02-25 07:00:00,1.933,1.937,1.93,1.937,1173.85,0.0020693222969476732,-8.620689655172422
2023-02-25 07:15:00,1.94,1.941,1.935,1.94,3148.803,0.0015487867836860847,-8.620689655172422
2023-02-25 07:30:00,1.938,1.938,1.925,1.926,3981.815,-0.007216494845360799,-8.620689655172422
2023-02-25 07:45:00,1.926,1.932,1.923,1.932,2448.699,0.0031152647975078995,-8.620689655172422
2023-02-25 08:00:00,1.936,1.955,1.936,1.95,27580.337,0.009316770186335477,-8.620689655172422
2023-02-25 08:15:00,1.947,1.947,1.942,1.944,10454.805,-0.003076923076923088,-8.620689655172422
2023-02-25 08:30:00,1.946,1.948,1.94,1.941,1317.235,-0.0015432098765431057,-8.620689655172422
2023-02-25 08:45:00,1.942,1.942,1.933,1.933,1009.972,-0.004121586810922229,-8.620689655172422
2023-02-25 09:00:00,1.934,1.939,1.933,1.935,7199.353,0.0010346611484739476,-8.620689655172422
2023-02-25 09:15:00,1.931,1.932,1.929,1.931,2265.528,-0.002067183462532318,-8.620689655172422
2023-02-25 09:30:00,1.929,1.932,1.927,1.929,3632.698,-0.0010357327809424888,-8.620689655172422
2023-02-25 09:45:00,1.93,1.93,1.922,1.929,6520.044,0.0,-8.620689655172422
2023-02-25 10:00:00,1.927,1.935,1.927,1.93,3956.089,0.0005184033177811909,-8.620689655172422
2023-02-25 10:15:00,1.93,1.93,1.919,1.921,5595.124,-0.004663212435233155,-8.620689655172422
2023-02-25 10:30:00,1.918,1.92,1.911,1.911,1894.043,-0.005205622071837612,-8.620689655172422
2023-02-25 10:45:00,1.911,1.916,1.901,1.901,3891.105,-0.005232862375719516,-8.620689655172422
2023-02-25 11:00:00,1.903,1.915,1.903,1.915,5477.412,0.007364544976328213,-8.620689655172422
2023-02-25 11:15:00,1.916,1.917,1.911,1.915,2990.516,0.0,-8.620689655172422
2023-02-25 11:30:00,1.916,1.918,1.907,1.908,1026.596,-0.0036553524804178172,-8.620689655172422
2023-02-25 11:45:00,1.909,1.91,1.906,1.91,1082.136,0.0010482180293500676,-8.620689655172422
2023-02-25 12:00:00,1.909,1.91,1.901,1.901,13981.803,-0.0047120418848166645,-8.620689655172422
2023-02-25 12:15:00,1.9,1.9,1.882,1.896,11606.351,-0.0026301946344030602,-8.620689655172422
2023-02-25 12:30:00,1.896,1.896,1.877,1.877,18135.838,-0.010021097046413407,-8.620689655172422
2023-02-25 12:45:00,1.878,1.912,1.875,1.912,10343.652,0.018646776771443774,-8.620689655172422
2023-02-25 13:00:00,1.912,1.916,1.906,1.912,5650.001,0.0,-8.620689655172422
2023-02-25 13:15:00,1.908,1.926,1.908,1.919,16239.597,0.0036610878661087476,-8.620689655172422
2023-02-25 13:30:00,1.92,1.929,1.92,1.921,9944.565,0.0010422094841062712,-8.620689655172422
2023-02-25 13:45:00,1.921,1.921,1.912,1.916,8116.384,-0.0026028110359188616,-8.620689655172422
2023-02-25 14:00:00,1.915,1.922,1.908,1.911,16040.672,-0.0026096033402922547,-8.620689655172422
